TRADING_DATE,A B B,Amara Raja Batt.,Atul,Bajaj Electrical,Bata India,Blue Star,Disa India,Exide Inds.,CRISIL,CG Power & Indu.,Wyeth,Dabur India,Titan Company,Dr Reddy's Labs,Merck,Finolex Cables,Godfrey Phillips,Kansai Nerolac,Goodyear India,GHCL
1/31/2008,1080.157245,68.18208976,57.76955433,90.52416598,77.21098097,425.0652001,1206.320442,72.87107368,279.8287274,60.04109645,313.8128097,41.8425571,53.84608341,488.6282861,271.4401212,86.17029883,238.8470308,34.17527151,115.1859484,90.18398781
2/1/2008,1092.015451,68.06469013,57.61073768,89.25809373,78.1377308,426.3968849,1194.566266,70.33109635,275.4841913,58.19051471,321.5887023,42.459444,57.11962768,489.1370812,275.3276377,83.0787924,243.0707595,33.80167406,116.3726431,96.72600896
2/4/2008,1170.925546,71.31575666,61.54144963,98.18214467,81.02700968,417.5046669,1218.160104,70.94419433,277.7985703,59.49856073,320.5472881,44.15147664,58.41230568,488.3970157,280.3966543,83.94963928,241.481373,33.46365732,117.0616916,97.23978025
2/5/2008,1222.793147,69.94308413,60.86647889,101.4176626,79.30071098,425.0652001,1226.195686,70.24351093,284.1082984,57.48404253,317.6313284,44.5744848,57.87291486,503.6608678,280.930235,84.34152038,244.0454662,33.53481874,119.6647639,94.39691242
2/6/2008,1232.867802,69.28384008,60.70766224,96.10719292,79.31888254,416.688473,1245.301566,69.84937651,281.9482113,54.95418247,315.3402172,43.75490649,53.20439433,490.1546714,276.9283798,81.72897974,234.3247433,33.13453576,119.1288373,94.5339181
2/7/2008,1233.687271,68.33561234,59.39742493,97.74253625,76.9838364,411.4476489,1412.125386,67.17802105,278.7405632,51.26246075,309.6124391,43.4288377,52.34880889,483.4940813,276.6234765,81.51126802,236.054628,32.60082511,115.798436,90.69775911
2/8/2008,1241.44813,65.20194544,57.37251272,92.78375326,75.89354249,408.311746,1366.818379,66.82767935,277.3113326,52.99588339,308.0850316,44.1338513,49.36355971,478.2673683,271.9737019,80.07437067,229.75855,31.31102439,114.994546,88.2316569
2/11/2008,1213.586166,62.42950814,55.10937554,91.70231655,70.26035724,393.5343404,1262.05661,64.72562914,264.7812033,50.30673584,301.4546946,41.4636123,47.62448931,469.4328357,267.9718467,73.9784425,228.7399377,31.20428226,109.8266819,84.12148654
2/12/2008,1219.322452,60.00926973,53.48150493,83.19149752,68.00708314,367.7168381,1272.357543,63.98115303,261.4111426,50.52224244,303.1556711,41.49005031,45.94121797,465.778762,263.1696205,70.88693608,228.3184429,32.75204313,109.022792,78.02473385
2/13/2008,1239.134333,62.55593851,53.56091326,80.15819942,67.14393379,378.0696135,1278.512457,65.07597085,261.8902597,51.22498134,312.5631126,41.53411366,46.06211591,471.5142701,263.8937657,70.53859732,221.5569645,31.22207262,107.5681339,79.08652786
2/14/2008,1257.789316,63.18809033,56.18138788,85.00268422,73.18597926,407.2807642,1265.17681,66.56492307,263.0515095,56.24722206,326.2403524,42.41538065,50.9445328,497.6940893,270.7540889,72.93342625,227.4842346,31.74688808,108.6782677,84.29274364
2/15/2008,1305.80059,63.41385884,57.09458359,86.86662392,74.34895943,409.1279399,1300.994991,66.60871578,262.0283103,55.12283981,324.9906553,41.90424579,54.06927961,503.0133105,277.9193154,72.97696859,228.3623486,31.39997617,110.8985352,89.19069664
